season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
2,0,6,6,0,0,0,2,0.66,0.6061,0.78,0.1642,33
3,0,7,8,0,2,1,1,0.72,0.6818,0.62,0.1343,432
3,1,7,1,0,6,0,1,0.76,0.7273,0.7,0.1642,71
2,0,5,15,0,0,0,1,0.74,0.697,0.7,0.2985,376
2,1,5,1,0,0,0,2,0.54,0.5152,0.68,0.1343,94
4,0,12,21,0,0,0,1,0.22,0.2727,0.64,0.0,89
2,1,4,21,0,2,1,1,0.56,0.5303,0.26,0.2985,297
3,0,8,17,0,1,1,1,0.76,0.6818,0.45,0.2985,514
1,1,1,14,0,0,0,1,0.4,0.4091,0.4,0.194,328
1,1,3,20,0,0,0,1,0.28,0.2727,0.38,0.2537,88
2,1,6,0,0,0,0,1,0.54,0.5152,0.6,0.1642,169
4,1,10,8,0,2,1,1,0.44,0.4394,0.62,0.0,835
4,1,10,12,0,3,1,2,0.52,0.5,0.48,0.1642,332
1,1,3,1,0,1,1,1,0.24,0.2424,0.48,0.1343,6
2,0,4,8,0,6,0,1,0.4,0.4091,0.54,0.2985,91
3,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343,6
2,1,6,21,0,1,1,2,0.72,0.6667,0.58,0.194,250
1,0,2,21,0,6,0,1,0.32,0.2727,0.26,0.5522,33
4,0,11,0,0,4,1,1,0.36,0.3636,0.76,0.0896,31
4,1,11,17,0,4,1,1,0.4,0.4091,0.2,0.2985,592
2,1,5,6,0,2,1,1,0.66,0.6061,0.78,0.2239,154
1,0,3,10,0,2,1,1,0.24,0.2121,0.52,0.2836,68
4,1,11,0,0,4,1,1,0.24,0.2576,0.56,0.0896,29
1,0,12,14,0,5,1,2,0.4,0.4091,0.47,0.0896,245
1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642,185
1,0,12,4,0,6,0,1,0.38,0.3939,0.71,0.2239,10
2,1,3,15,0,4,1,1,0.52,0.5,0.39,0.3582,307
3,0,9,3,0,5,1,2,0.6,0.5606,0.83,0.1642,8
2,1,5,3,0,0,0,1,0.54,0.5152,0.56,0.0896,66
1,0,12,16,0,3,1,3,0.44,0.4394,1.0,0.3284,101
2,0,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,118
2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.194,318
4,1,12,0,0,4,1,2,0.28,0.2727,0.52,0.2239,32
2,0,6,10,0,5,1,1,0.78,0.7121,0.52,0.0,111
2,1,4,10,0,2,1,1,0.42,0.4242,0.47,0.2985,162
1,0,2,12,0,0,0,1,0.3,0.3182,0.33,0.1045,182
2,0,6,4,0,4,1,2,0.72,0.697,0.79,0.0896,6
3,1,7,2,0,1,1,2,0.74,0.6667,0.51,0.2537,15
2,0,5,12,0,1,1,1,0.66,0.6212,0.54,0.0896,209
2,1,3,0,0,5,1,1,0.4,0.4091,0.47,0.2985,59
3,0,8,16,0,2,1,1,0.9,0.7727,0.25,0.2836,274
3,1,7,9,0,2,1,1,0.8,0.7424,0.49,0.1642,272
2,0,5,8,0,5,1,1,0.66,0.6212,0.74,0.2836,418
3,0,7,18,0,5,1,1,0.92,0.8636,0.37,0.3284,362
2,1,4,3,0,6,0,1,0.5,0.4848,0.82,0.2239,29
4,0,12,11,0,1,1,1,0.26,0.2424,0.65,0.2537,127
3,1,8,12,0,4,1,1,0.76,0.6818,0.45,0.1343,294
4,0,12,19,0,4,1,1,0.34,0.3485,0.46,0.1045,228
2,1,4,19,0,0,0,1,0.52,0.5,0.55,0.2239,346
3,0,9,22,0,5,1,1,0.62,0.5455,0.94,0.0,160
2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239,5
1,0,3,15,0,4,1,1,0.52,0.5,0.42,0.2537,125
2,1,4,16,0,3,1,2,0.64,0.6212,0.44,0.2836,390
4,0,11,9,0,0,0,2,0.3,0.3182,0.75,0.0896,170
3,0,9,14,0,4,1,2,0.7,0.6667,0.79,0.3582,120
2,0,4,13,0,3,1,1,0.7,0.6515,0.48,0.3881,177
4,1,12,17,0,2,1,1,0.4,0.4091,0.47,0.4478,572
1,1,1,0,0,6,0,1,0.36,0.3485,0.5,0.1642,79
4,0,11,17,0,0,0,1,0.52,0.5,0.27,0.3284,231
1,0,2,19,0,0,0,1,0.4,0.4091,0.54,0.1343,102
3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1343,22
3,1,7,16,0,2,1,2,0.9,0.7727,0.24,0.194,527
1,0,2,6,0,5,1,2,0.44,0.4394,0.72,0.1642,50
4,0,11,16,0,1,1,3,0.44,0.4394,0.94,0.2239,108
4,0,11,20,0,2,1,2,0.38,0.3939,0.87,0.2537,184
2,0,4,5,0,5,1,1,0.46,0.4545,0.47,0.1343,25
3,1,9,2,0,4,1,1,0.46,0.4545,0.72,0.0896,11
3,1,8,3,0,6,0,1,0.72,0.7121,0.84,0.1343,30
1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,95
3,1,8,3,0,3,1,1,0.62,0.5909,0.73,0.1045,9
2,1,5,22,0,4,1,2,0.64,0.5909,0.78,0.1045,243
2,1,5,16,0,0,0,1,0.72,0.6515,0.42,0.2537,564
4,1,12,14,0,0,0,1,0.44,0.4394,0.62,0.2537,473
2,1,4,8,0,4,1,2,0.42,0.4242,0.82,0.1045,677
2,0,5,11,0,3,1,2,0.54,0.5152,0.94,0.0896,23
1,1,12,0,0,0,0,2,0.26,0.2576,0.6,0.1642,41
3,1,9,11,0,2,1,2,0.74,0.697,0.7,0.2836,198
3,1,9,7,0,0,0,1,0.54,0.5152,0.73,0.1642,70
4,1,10,16,0,3,1,2,0.72,0.6667,0.58,0.0,478
1,1,2,19,0,3,1,2,0.46,0.4545,0.44,0.2836,327
2,0,4,9,0,4,1,3,0.62,0.5606,0.88,0.3284,183
4,0,9,20,0,2,1,1,0.62,0.5909,0.78,0.0,238
3,0,7,19,0,6,0,2,0.82,0.803,0.59,0.1343,217
4,1,12,1,0,0,0,3,0.34,0.3485,0.76,0.1045,96
1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,35
2,0,3,10,0,5,1,1,0.26,0.2576,0.48,0.0,68
3,1,9,13,0,4,1,1,0.64,0.6212,0.44,0.1343,336
2,1,5,0,0,3,1,2,0.58,0.5455,0.83,0.194,35
2,0,6,0,0,3,1,1,0.56,0.5303,0.64,0.3582,52
1,1,2,15,0,6,0,2,0.32,0.303,0.66,0.2239,305
1,1,1,2,0,1,1,1,0.24,0.2121,0.48,0.3582,7
1,1,1,21,0,5,1,1,0.34,0.2879,0.53,0.5224,135
2,1,4,11,0,4,1,2,0.42,0.4242,0.38,0.2239,268
1,1,2,9,0,2,1,2,0.26,0.2879,0.56,0.0896,262
2,1,5,21,0,4,1,3,0.64,0.5909,0.78,0.1642,285
2,1,4,14,0,4,1,1,0.5,0.4848,0.31,0.3284,224
3,1,7,21,0,3,1,1,0.72,0.6667,0.58,0.2239,391
4,1,11,12,0,5,1,1,0.44,0.4394,0.38,0.2537,379
2,1,4,6,0,5,1,1,0.32,0.3182,0.57,0.1642,84
4,0,12,4,0,1,1,1,0.3,0.3182,0.87,0.1045,7
4,0,11,6,0,6,0,1,0.22,0.2273,0.75,0.1642,7
2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,189
3,0,8,3,0,5,1,1,0.62,0.6212,0.53,0.1642,9
3,0,9,21,0,4,1,3,0.64,0.5606,0.94,0.1045,82
3,1,9,8,0,0,0,1,0.68,0.6364,0.89,0.0896,129
2,0,4,15,0,4,1,1,0.66,0.6212,0.69,0.3284,163
1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,62
3,0,9,16,0,4,1,2,0.54,0.5152,0.77,0.4627,222
3,0,7,9,0,6,0,1,0.74,0.6818,0.58,0.2836,247
2,0,5,12,0,1,1,1,0.62,0.6061,0.69,0.2239,187
2,1,5,13,0,3,1,2,0.66,0.6212,0.74,0.1642,270
2,0,5,1,0,3,1,3,0.58,0.5455,0.83,0.194,8
4,0,11,13,0,6,0,1,0.48,0.4697,0.36,0.2836,353
1,0,12,2,0,4,1,1,0.48,0.4697,0.82,0.1045,11
4,0,10,4,0,2,1,2,0.44,0.4394,0.94,0.1045,4
2,0,4,0,0,3,1,2,0.4,0.4091,1.0,0.2985,15
2,0,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,185
3,1,8,20,0,2,1,1,0.72,0.6667,0.48,0.1045,435
3,1,7,7,0,2,1,2,0.7,0.6667,0.74,0.1045,520
3,1,8,15,0,2,1,1,0.8,0.7424,0.52,0.0,306
4,0,11,23,0,2,1,1,0.36,0.3788,0.81,0.0,48
4,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537,50
3,1,7,15,0,3,1,3,0.92,0.8485,0.35,0.3582,194
4,1,11,19,0,3,1,2,0.3,0.2727,0.56,0.2985,319
2,1,5,2,0,5,1,1,0.46,0.4545,0.44,0.1642,31
3,0,9,20,0,0,0,1,0.62,0.5909,0.73,0.1045,226
1,0,2,2,0,4,1,2,0.34,0.3182,0.53,0.2239,6
3,1,6,14,0,5,1,1,0.88,0.803,0.39,0.2239,263
1,0,2,21,0,2,1,2,0.22,0.2273,0.87,0.1343,64
4,1,11,22,0,2,1,1,0.36,0.3788,0.71,0.0,122
3,1,9,3,0,1,1,1,0.5,0.4848,0.77,0.0896,7
1,1,1,16,0,4,1,2,0.4,0.4091,0.71,0.0896,224
3,0,7,16,0,2,1,1,0.82,0.7576,0.46,0.1045,281
2,0,4,6,0,1,1,2,0.5,0.4848,1.0,0.0,66
3,0,8,20,0,0,0,1,0.7,0.6667,0.79,0.2537,181
2,0,3,3,0,1,1,2,0.34,0.303,0.71,0.3284,1
2,0,5,14,0,2,1,1,0.78,0.697,0.46,0.2836,153
1,0,2,0,0,1,1,1,0.38,0.3939,0.37,0.3582,11
2,0,6,22,0,5,1,1,0.72,0.697,0.74,0.2537,185
2,1,4,15,0,3,1,3,0.42,0.4242,0.77,0.194,98
4,0,10,13,0,6,0,1,0.62,0.6212,0.46,0.1045,485
4,1,12,17,0,0,0,3,0.36,0.3485,0.93,0.1343,229
1,0,2,11,0,0,0,1,0.32,0.303,0.49,0.2537,117
3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.0896,14
4,1,12,14,0,3,1,1,0.42,0.4242,0.5,0.194,218
2,1,5,4,0,4,1,1,0.6,0.6061,0.64,0.3284,16
2,1,4,4,0,2,1,1,0.32,0.3333,0.66,0.0896,1
2,1,4,5,0,0,0,1,0.38,0.3939,0.46,0.0,12
1,1,3,13,0,2,1,1,0.6,0.6061,0.6,0.3881,233
4,0,10,23,0,5,1,1,0.4,0.4091,0.62,0.2239,117
2,0,6,15,0,3,1,1,0.76,0.6667,0.27,0.0,164
4,1,10,18,0,5,1,1,0.44,0.4394,0.38,0.2985,642
1,1,2,21,0,2,1,1,0.34,0.3333,0.61,0.1642,154
1,0,3,14,0,4,1,1,0.5,0.4848,0.45,0.1045,119
1,1,1,3,0,0,0,1,0.34,0.3333,0.42,0.1343,32
4,1,12,22,0,5,1,2,0.36,0.3636,0.93,0.0896,165
2,0,4,4,0,6,0,3,0.3,0.2727,1.0,0.2537,3
3,0,9,3,0,6,0,1,0.58,0.5455,1.0,0.1343,37
1,0,12,12,0,6,0,1,0.52,0.5,0.39,0.2985,273
3,1,7,12,0,5,1,3,0.68,0.6364,0.83,0.1642,274
1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,286
3,1,8,5,0,5,1,1,0.66,0.6061,0.83,0.1642,37
4,1,10,3,1,1,0,1,0.34,0.3485,0.81,0.1045,10
3,1,8,15,0,0,0,1,0.76,0.6818,0.4,0.1343,577
4,0,10,8,0,4,1,3,0.48,0.4697,0.88,0.194,316
4,0,11,20,0,0,0,1,0.36,0.3636,0.81,0.1045,116
4,0,11,14,0,4,1,2,0.34,0.303,0.49,0.3881,110
1,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.194,3
3,0,8,12,0,1,1,1,0.9,0.803,0.33,0.2537,168
4,1,12,20,0,6,0,1,0.32,0.3485,0.81,0.0,198
3,1,8,15,0,3,1,1,0.76,0.697,0.52,0.2537,266
2,0,5,2,0,2,1,3,0.56,0.5303,0.88,0.0,8
1,1,2,5,0,2,1,1,0.32,0.2879,0.42,0.3582,21
2,0,3,20,0,0,0,1,0.28,0.2727,0.36,0.1642,57
2,0,4,18,0,2,1,1,0.68,0.6364,0.65,0.4478,528
4,0,10,6,0,4,1,1,0.4,0.4091,0.66,0.194,114
2,0,5,11,0,4,1,1,0.74,0.697,0.66,0.2239,160
3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,181
2,1,6,18,0,4,1,1,0.7,0.6364,0.34,0.2836,813
3,1,7,5,0,6,0,3,0.58,0.5455,0.88,0.2537,17
4,1,9,19,0,6,0,1,0.52,0.5,0.55,0.1642,470
2,0,6,15,0,0,0,2,0.74,0.6818,0.55,0.1045,362
3,0,6,23,0,1,1,1,0.68,0.6364,0.69,0.0,81
3,0,9,5,0,0,0,1,0.44,0.4394,0.77,0.2239,6
4,0,10,6,0,1,1,2,0.36,0.3788,0.71,0.0,94
4,0,12,18,0,2,1,1,0.38,0.3939,0.66,0.194,411
3,1,7,12,0,2,1,1,0.8,0.7273,0.46,0.0,248
1,0,3,1,0,5,1,1,0.4,0.4091,0.62,0.2537,16
1,1,2,12,0,5,1,2,0.3,0.303,0.42,0.1343,176
2,0,5,11,0,6,0,2,0.52,0.5,0.94,0.1343,279
2,0,6,11,0,6,0,1,0.72,0.6818,0.62,0.1343,404
3,0,6,0,0,4,1,1,0.72,0.697,0.79,0.2239,49
1,1,12,13,0,6,0,3,0.2,0.2424,1.0,0.0,84
1,1,1,20,0,2,1,1,0.46,0.4545,0.63,0.3582,180
3,1,8,16,0,1,1,1,0.8,0.7576,0.55,0.2537,444
4,1,10,6,0,6,0,1,0.54,0.5152,0.88,0.2537,30
1,1,2,14,0,3,1,2,0.3,0.303,0.56,0.1642,108
1,1,12,13,0,1,1,3,0.24,0.2576,0.81,0.1045,70
3,0,9,19,0,5,1,1,0.66,0.6212,0.69,0.1343,287
2,1,5,9,0,1,1,2,0.5,0.4848,0.82,0.2239,350
4,0,11,23,0,0,0,1,0.34,0.3485,0.87,0.0896,50
4,0,12,17,0,4,1,1,0.36,0.3485,0.46,0.1343,418
3,1,8,4,0,1,1,1,0.62,0.5758,0.83,0.0,12
1,0,2,18,0,5,1,1,0.32,0.2879,0.49,0.4925,157
4,0,10,11,0,0,0,1,0.36,0.3485,0.53,0.2239,240
4,0,10,0,0,0,0,3,0.36,0.3333,0.93,0.2985,47
4,0,10,22,0,5,1,3,0.3,0.2879,0.75,0.2836,36
1,1,1,21,0,5,1,1,0.4,0.4091,0.43,0.2239,154
1,0,1,6,0,6,0,1,0.22,0.2727,0.8,0.0,2
3,0,8,9,0,0,0,1,0.76,0.7424,0.75,0.1045,184
1,1,1,5,0,5,1,1,0.22,0.2424,0.6,0.1045,19
2,0,5,15,0,2,1,2,0.64,0.6212,0.33,0.0896,180
2,1,6,16,0,2,1,2,0.66,0.5909,0.89,0.2836,239
3,0,6,0,0,1,1,3,0.64,0.6061,0.73,0.2836,32
2,1,5,2,0,4,1,2,0.48,0.4697,0.88,0.1045,3
3,0,8,16,0,3,1,1,0.82,0.7424,0.43,0.2239,300
3,0,9,18,0,2,1,2,0.54,0.5152,0.88,0.3881,373
1,0,2,8,0,0,0,1,0.26,0.303,0.87,0.0,35
4,0,10,15,0,6,0,1,0.66,0.6212,0.39,0.0,496
1,0,3,23,0,6,0,1,0.38,0.3939,0.66,0.0896,49
3,0,9,17,0,5,1,2,0.68,0.6364,0.65,0.1642,455
3,1,9,23,0,5,1,1,0.66,0.5909,0.89,0.2537,248
1,1,3,5,0,5,1,1,0.3,0.3333,0.7,0.0,24
3,1,7,0,0,0,0,1,0.82,0.7879,0.56,0.1343,147
3,0,8,17,0,1,1,1,0.74,0.6515,0.27,0.3284,591
4,0,10,16,0,4,1,2,0.56,0.5303,0.73,0.1642,207
3,0,7,12,0,3,1,1,0.82,0.7121,0.3,0.2836,169
2,0,4,15,0,1,1,2,0.6,0.6212,0.43,0.194,176
2,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,660
4,1,10,18,0,6,0,1,0.46,0.4545,0.44,0.1343,473
1,0,12,3,0,2,1,2,0.3,0.2879,0.61,0.2239,3
3,1,9,8,0,6,0,1,0.56,0.5303,0.49,0.4179,212
2,1,5,5,0,0,0,1,0.52,0.5,0.72,0.194,12
1,0,2,7,0,5,1,2,0.42,0.4242,0.77,0.2239,116
4,1,10,17,0,3,1,1,0.58,0.5455,0.43,0.2239,948
1,0,12,3,0,5,1,1,0.24,0.2576,0.7,0.1045,6
3,0,8,10,0,2,1,1,0.7,0.6364,0.37,0.0,148
2,0,4,9,0,0,0,1,0.4,0.4091,0.43,0.2836,102
4,1,12,20,0,6,0,2,0.36,0.3788,1.0,0.0,182
2,1,4,18,0,4,1,1,0.5,0.4848,0.27,0.3881,610
2,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1343,65
4,1,12,0,0,4,1,1,0.26,0.2424,0.48,0.2836,44
4,1,10,15,0,6,0,1,0.6,0.6212,0.46,0.4179,620
3,0,7,2,0,0,0,1,0.8,0.7879,0.63,0.0896,60
3,1,6,9,0,4,1,1,0.7,0.6515,0.54,0.1642,351
3,1,6,16,0,6,0,1,0.84,0.7121,0.26,0.2985,513
2,1,4,18,0,2,1,1,0.6,0.6061,0.26,0.1642,800
4,0,12,13,0,0,0,1,0.4,0.4091,0.66,0.2239,357
4,0,11,20,0,4,1,1,0.3,0.2879,0.42,0.2836,169
2,0,5,10,0,4,1,1,0.7,0.6667,0.74,0.2836,143
4,1,10,10,0,5,1,2,0.54,0.5152,0.88,0.1045,197
1,0,2,11,0,0,0,2,0.3,0.303,0.33,0.1642,161
1,1,2,9,0,6,0,3,0.22,0.2424,0.93,0.1045,90
3,0,7,9,0,3,1,1,0.76,0.6667,0.35,0.2537,216
4,0,10,14,0,5,1,1,0.62,0.6212,0.5,0.0,256
4,1,10,3,0,2,1,2,0.54,0.5152,0.88,0.194,5
4,0,9,4,0,5,1,3,0.6,0.5,1.0,0.0,13
4,0,12,0,0,2,1,1,0.36,0.3636,0.57,0.1045,21
1,0,2,12,0,0,0,1,0.34,0.3333,0.46,0.0,174
1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,88
2,1,5,17,0,6,0,2,0.66,0.6212,0.36,0.194,576
2,0,5,1,0,1,1,1,0.56,0.5303,0.88,0.1045,9
4,0,11,9,0,0,0,1,0.4,0.4091,0.54,0.2836,135
3,1,7,9,0,5,1,1,0.82,0.7727,0.49,0.2836,363
3,1,8,5,0,1,1,2,0.6,0.5606,0.83,0.0,37
4,0,9,0,0,3,1,1,0.6,0.5455,0.88,0.0,36
3,0,9,5,0,5,1,2,0.62,0.5455,0.94,0.1343,14
3,1,8,4,0,0,0,1,0.64,0.6061,0.69,0.0896,10
2,1,4,8,0,0,0,1,0.38,0.3939,0.76,0.1343,107
4,0,11,18,0,2,1,1,0.42,0.4242,0.58,0.1045,460
1,0,2,23,0,1,1,2,0.3,0.3333,0.81,0.0,25
2,1,6,21,0,6,0,1,0.74,0.6515,0.4,0.194,316
4,0,10,11,0,4,1,2,0.62,0.5758,0.83,0.0,84
1,0,1,0,0,1,1,2,0.24,0.2273,0.65,0.2239,7
4,0,12,13,0,1,1,2,0.42,0.4242,0.71,0.0896,171
4,0,9,1,0,2,1,1,0.62,0.5455,0.94,0.1642,10
3,0,9,15,0,5,1,2,0.7,0.6515,0.61,0.2537,346
4,0,9,3,0,1,1,2,0.62,0.5455,0.94,0.0,5
1,0,3,22,0,6,0,2,0.42,0.4242,0.77,0.2985,63
3,0,7,19,0,2,1,1,0.82,0.7424,0.43,0.2985,398
1,0,2,21,0,5,1,2,0.24,0.2424,0.7,0.1642,43
1,1,3,6,0,3,1,1,0.44,0.4394,0.82,0.0896,121
3,1,8,0,0,4,1,1,0.66,0.6212,0.69,0.0,76
1,1,3,21,0,2,1,1,0.58,0.5455,0.56,0.1045,244
1,0,3,16,0,0,0,3,0.36,0.3333,1.0,0.2836,11
1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,129
1,0,3,1,0,2,1,1,0.26,0.2273,0.7,0.3582,3
1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,3
3,1,8,5,0,0,0,1,0.72,0.697,0.74,0.2537,19
4,0,11,1,0,5,1,1,0.26,0.2273,0.44,0.3284,10
1,1,1,23,0,0,0,1,0.3,0.2727,0.33,0.3284,25
3,0,6,12,0,3,1,1,0.76,0.6667,0.35,0.2537,243
2,1,6,20,0,3,1,1,0.86,0.7727,0.39,0.2239,407
2,0,4,1,0,6,0,2,0.3,0.303,0.87,0.1343,20
1,0,12,18,0,3,1,1,0.26,0.2273,0.38,0.3284,169
2,1,3,11,0,5,1,2,0.36,0.3788,0.53,0.0,201
2,0,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,456
2,0,4,18,0,6,0,2,0.38,0.3939,0.82,0.1045,177
4,0,12,19,0,2,1,1,0.32,0.3182,0.49,0.1642,267
1,0,3,3,0,3,1,1,0.22,0.2121,0.69,0.2836,4
1,0,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985,253
4,1,11,21,0,6,0,2,0.32,0.3333,0.57,0.1045,139
3,1,6,11,0,6,0,1,0.88,0.7727,0.3,0.2537,452
2,1,6,16,0,3,1,1,0.9,0.8182,0.35,0.1045,335
1,0,2,16,0,0,0,1,0.34,0.3485,0.49,0.1045,157
1,1,3,6,0,5,1,1,0.3,0.3333,0.7,0.0,92
4,0,11,2,0,2,1,2,0.36,0.3485,0.81,0.1642,4
2,0,4,12,0,2,1,2,0.56,0.5303,0.64,0.4627,92
2,1,6,23,0,2,1,3,0.66,0.5909,0.94,0.2239,89
4,0,11,0,0,0,0,1,0.38,0.3939,0.66,0.1642,93
2,1,3,14,0,3,1,2,0.56,0.5303,0.78,0.0,225
4,1,11,21,0,2,1,1,0.24,0.2121,0.81,0.2836,185
3,0,7,15,0,4,1,1,0.86,0.7879,0.41,0.2537,166
3,1,9,23,0,4,1,1,0.64,0.5758,0.89,0.1642,169
2,0,6,0,0,4,1,1,0.6,0.6212,0.56,0.1045,47
1,0,2,6,0,2,1,3,0.14,0.2121,0.93,0.0,22
2,1,6,18,0,6,0,1,0.82,0.697,0.24,0.2239,451
3,0,8,22,0,4,1,1,0.68,0.6364,0.74,0.194,174
1,0,2,5,0,6,0,1,0.4,0.4091,0.15,0.3284,3
4,1,10,8,0,5,1,1,0.58,0.5455,0.64,0.0,785
1,1,2,7,0,1,1,1,0.16,0.1818,0.86,0.1045,234
2,1,4,10,0,1,1,2,0.42,0.4242,0.41,0.1642,157
1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,20
1,1,1,14,0,0,0,1,0.32,0.303,0.26,0.2537,280
3,1,8,11,0,5,1,2,0.76,0.6818,0.48,0.1045,281
2,1,4,9,0,5,1,1,0.42,0.4242,0.44,0.4925,334
1,0,3,5,0,3,1,2,0.24,0.2424,0.81,0.1343,8
4,0,10,15,0,4,1,2,0.52,0.5,0.83,0.1045,107
4,0,10,22,0,6,0,1,0.5,0.4848,0.36,0.1343,166
4,1,10,4,1,1,0,1,0.32,0.3333,0.87,0.1343,7
4,1,10,2,0,0,0,1,0.4,0.4091,0.76,0.0896,66
3,1,8,13,0,3,1,1,0.74,0.6667,0.42,0.0,300
3,0,9,18,0,5,1,2,0.52,0.5,0.52,0.1642,482
2,1,3,21,0,4,1,1,0.58,0.5455,0.78,0.1642,374
3,0,9,4,0,2,1,2,0.54,0.5152,0.94,0.2985,4
1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1
4,1,11,22,0,5,1,1,0.34,0.3485,0.71,0.1045,163
2,1,6,8,0,3,1,2,0.62,0.5909,0.73,0.5224,713
2,1,6,0,0,5,1,1,0.6,0.5909,0.73,0.1642,94
4,0,11,9,0,3,1,2,0.52,0.5,0.94,0.194,167
4,1,11,18,0,6,0,1,0.26,0.2273,0.38,0.3881,145
2,0,5,19,0,3,1,3,0.56,0.5303,0.88,0.1343,331
4,1,11,15,0,4,1,1,0.36,0.3333,0.43,0.2836,220
4,0,12,0,0,1,1,1,0.32,0.3333,0.87,0.0896,24
2,1,4,13,0,6,0,2,0.4,0.4091,0.37,0.0,389
1,1,2,0,0,4,1,2,0.24,0.2424,0.87,0.1642,26
2,1,5,13,0,0,0,1,0.7,0.6364,0.37,0.2836,607
1,1,12,13,1,2,0,1,0.4,0.4091,0.5,0.3284,121
2,1,6,5,0,2,1,3,0.6,0.5455,0.88,0.1343,29
3,1,7,19,0,2,1,3,0.74,0.6818,0.62,0.3582,614
2,1,4,7,0,5,1,1,0.38,0.3939,0.5,0.2836,315
1,0,3,17,0,6,0,1,0.46,0.4545,0.44,0.3284,213
2,0,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985,467
4,0,10,9,0,4,1,3,0.56,0.5303,1.0,0.1045,109
2,1,4,16,0,0,0,1,0.6,0.6061,0.28,0.194,587
4,0,11,7,1,5,0,1,0.28,0.2727,0.45,0.2537,121
3,1,6,18,0,1,1,1,0.76,0.6667,0.27,0.4478,791
1,1,2,0,0,5,1,1,0.32,0.2879,0.53,0.3881,38
4,1,11,17,0,0,0,1,0.54,0.5152,0.45,0.1642,493
2,1,5,12,0,4,1,1,0.52,0.5,0.48,0.4179,272
4,0,12,15,0,4,1,1,0.4,0.4091,0.4,0.2239,154
2,1,4,20,0,3,1,2,0.42,0.4242,0.77,0.1045,260
1,1,2,3,0,1,1,1,0.12,0.1515,0.54,0.1045,1
4,0,11,14,0,2,1,1,0.5,0.4848,0.48,0.2537,150
2,1,6,4,0,4,1,1,0.46,0.4545,0.88,0.1045,6
4,1,10,17,0,6,0,1,0.54,0.5152,0.49,0.3881,610
3,1,7,18,0,4,1,1,0.86,0.7879,0.41,0.194,777
1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,2
2,0,5,11,0,2,1,1,0.74,0.6667,0.51,0.2239,175
2,1,5,21,0,1,1,2,0.54,0.5152,0.45,0.2239,247
4,0,10,8,0,0,0,1,0.46,0.4545,0.88,0.0,107
2,0,3,22,0,4,1,3,0.28,0.2727,0.93,0.2537,51
4,0,10,8,0,0,0,1,0.36,0.3485,0.87,0.1343,88
2,0,5,15,0,6,0,2,0.54,0.5152,0.94,0.1642,294
2,0,5,1,1,1,0,1,0.64,0.5606,0.94,0.1343,79
4,0,10,17,0,0,0,1,0.4,0.4091,0.35,0.1045,245
4,0,11,12,0,4,1,2,0.34,0.303,0.53,0.2985,121
1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,106
2,0,4,8,0,5,1,1,0.54,0.5152,0.39,0.2985,421
1,1,3,20,0,4,1,2,0.58,0.5455,0.6,0.3582,330
1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,112
4,1,10,9,0,0,0,2,0.48,0.4697,0.67,0.2836,223
2,1,4,9,0,2,1,1,0.4,0.4091,0.47,0.3582,308
4,1,10,12,0,0,0,2,0.48,0.4697,0.59,0.4925,491
1,1,2,18,0,3,1,3,0.4,0.4091,0.87,0.0,192
3,0,7,7,0,0,0,2,0.64,0.5758,0.89,0.194,25
4,1,10,21,0,5,1,2,0.54,0.5152,0.77,0.1343,292
3,1,8,2,0,3,1,1,0.62,0.5909,0.78,0.0,17
2,0,5,18,0,2,1,1,0.64,0.6212,0.29,0.1343,550
1,1,2,23,0,4,1,2,0.3,0.3333,0.52,0.0,84
